StoryID,SentenceID,tagged_text
0,22,"[('Apa', 'Pronoun'), ('buin', 'Prep'), ('mara', 'Adj'), ('ajinanga', 'Adj'), ('ada', 'Verb'), ('tambah', 'Noun'), ('ditu', 'Adj')]"
0,23,"[('Alihina', 'Pronoun'), ('tusing', 'Adj'), ('ada', 'Verb'), ('kaukkaukina', 'Noun'), ('tara', 'Part'), ('ada', 'Verb'), ('masaut', 'Verb')]"
0,24,"[('Sayan', 'Noun'), ('makelo', 'Part'), ('sayan', 'Adj'), ('liu', 'Adj'), ('anake', 'Pronoun'), ('pada', 'Verb'), ('kema', 'Verb'), ('tur', 'Prep'), ('pada', 'Verb'), ('ngenehang', 'Verb'), ('anake', 'Noun'), ('ane', 'Prep'), ('ngae', 'Verb'), ('semere', 'Noun'), ('kaurugan', 'Noun'), ('baan', 'Prep'), ('tanah', 'Noun'), ('ditu', 'Adj')]"
0,25,"[('Lantas', 'Noun'), ('sahasa', 'Part'), ('nyemak', 'Verb'), ('tambah', 'Noun'), ('pada', 'Verb'), ('numbegin', 'Verb'), ('semere', 'Noun'), ('ento', 'Pronoun')]"
0,26,"[('Tanahne', 'Noun'), ('kagediang', 'Noun')]"
0,27,"[('Baan', 'Noun'), ('liu', 'Adj'), ('anake', 'Pronoun'), ('magae', 'Verb'), ('buina', 'Prep'), ('tanah', 'Noun'), ('nu', 'Noun'), ('gebuh', 'Noun'), ('dadiannya', 'Part'), ('tuara', 'Adj'), ('makelo', 'Verb'), ('semere', 'Noun'), ('ento', 'Pronoun'), ('suba', 'Adj'), ('kedas', 'Adj'), ('buka', 'Prep'), ('ibine', 'Noun')]"
0,28,"[('Ditu', 'Det'), ('Pan', 'PropN'), ('Karta', 'PropN'), ('malaib-laib', 'Part'), ('tur', 'Prep'), ('ngomong', 'Verb'), ('Inggih', 'Noun'), ('jerone', 'Part'), ('sareng', 'Prep'), ('sami', 'Noun'), ('tiang', 'Pronoun'), ('nunas', 'Verb'), ('pisan', 'Adj'), ('ring', 'Prep'), ('pitulung', 'Noun'), ('jerone', 'Part'), ('sane', 'Prep'), ('paicaang', 'Verb'), ('ring', 'Prep'), ('tiang', 'Pronoun')]"
1,0,"[('Ada', 'Pronoun'), ('katuturan', 'Verb'), ('satua', 'Noun'), ('I', 'Det'), ('Angsa', 'Noun'), ('masawitra', 'Part'), ('teken', 'Prep'), ('I', 'Det'), ('Kerkuak', 'Noun')]"
1,1,"[('Sadina-dina', 'Noun'), ('I', 'Det'), ('Angsa', 'Noun'), ('teken', 'Prep'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('setata', 'Verb'), ('bareng-bareng', 'Verb'), ('ngalih', 'Verb'), ('amah', 'Noun'), ('kema', 'Verb'), ('ka', 'Prep'), ('tegale', 'Noun')]"
1,2,"[('Sakadi', 'Det'), ('isin', 'PropN'), ('gumine', 'PropN'), ('rwa', 'PropN'), ('bineda', 'PropN'), ('kaucap', 'PropN'), ('ada', 'Verb'), ('jele', 'Noun'), ('ada', 'Verb'), ('melah', 'Adj'), ('patuh', 'Noun'), ('teken', 'Prep'), ('solah', 'Noun'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngajak', 'Verb'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('matungkas', 'Part'), ('pisan', 'Adj'), ('parilaksana', 'Part'), ('nyane', 'Prep')]"
1,3,"[('I', 'Det'), ('Angsa', 'PropN'), ('parilaksanannyane', 'PropN'), ('polos', 'Part'), ('jemet', 'Adj'), ('tur', 'Prep'), ('wicaksana', 'Adj')]"
1,4,"[('Maelenan', 'Noun'), ('teken', 'Prep'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('bikasnyane', 'PropN'), ('jele', 'Part'), ('demen', 'Adj'), ('ngai', 'Adj'), ('rusuh', 'Part'), ('tur', 'Prep'), ('dayane', 'Pronoun'), ('liu', 'Adj')]"
1,5,"[('Sedek', 'Noun'), ('dina', 'Noun'), ('anu', 'Part'), ('I', 'Det'), ('Angsa', 'Noun'), ('paling', 'Noun'), ('ngalih', 'Verb'), ('amah-amahan', 'Noun'), ('sawireh', 'Noun'), ('di', 'Prep'), ('Tegale', 'Noun'), ('suba', 'Adj'), ('telah', 'Verb'), ('amah-amahane', 'Noun')]"
1,6,"[('Kema', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Angsa', 'Noun'), ('ka', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun'), ('ditu', 'Adj'), ('iya', 'Verb'), ('nolih', 'Noun'), ('liu', 'Adj'), ('ada', 'Verb'), ('be', 'Noun')]"
1,7,"[('Makeneh', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngajak', 'Verb'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('kema', 'Verb'), ('ka', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun'), ('ngalih', 'Verb'), ('amah-amahan', 'Noun')]"
1,8,"[('We', 'Noun'), ('kerkuak', 'Noun'), ('di', 'Prep'), ('Tegale', 'Noun'), ('suba', 'Adj'), ('telah', 'Verb'), ('amah-amahane', 'Part'), ('miwah', 'Prep'), ('bareng', 'Noun'), ('ajak', 'Part'), ('icang', 'Pronoun'), ('kema', 'Verb'), ('ka', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun'), ('ngalih', 'Verb'), ('amah-amahan', 'Noun'), ('keto', 'Noun'), ('munyine', 'Part'), ('I', 'Det'), ('Angsa', 'Noun')]"
1,9,"[('ia', 'Pronoun'), ('jeg', 'Part'), ('ngepas', 'Adj'), ('sajaan', 'Verb'), ('basang', 'Noun'), ('icange', 'Pronoun'), ('suba', 'Adj'), ('seduk', 'Verb'), ('mai', 'Noun'), ('enggalin', 'Verb'), ('kema', 'Adj'), ('nyaut', 'Part'), ('I', 'Det'), ('Kerkuak', 'Noun')]"
1,10,"[('Disubane', 'Noun'), ('neked', 'Noun'), ('di', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun'), ('ditu', 'Adj'), ('lantas', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('nolih', 'Part'), ('liu', 'Adj'), ('ada', 'Verb'), ('be', 'Noun'), ('pesu', 'Part'), ('lantas', 'Adj'), ('daya', 'Verb'), ('corah', 'Part'), ('ne', 'Prep'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('yen', 'Prep'), ('ne', 'Prep'), ('dum', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Angsa', 'Noun'), ('sinah', 'Noun'), ('lakar', 'Verb'), ('bedik', 'Verb'), ('icang', 'Pronoun'), ('maan', 'Verb'), ('ngamah', 'Verb'), ('krana', 'Prep'), ('basang', 'Noun'), ('icange', 'Pronoun'), ('cenik', 'Part'), ('jeg', 'Part'), ('liunan', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('maan', 'Verb'), ('ngamah', 'Verb'), ('krana', 'Prep'), ('awakne', 'Adj'), ('gede', 'Adj'), ('liu', 'Adj'), ('ngidaang', 'Adj'), ('ngamah', 'Verb'), ('be', 'Noun')]"
1,11,"[('I', 'Det'), ('Kerkuak', 'Noun'), ('lantas', 'Noun'), ('nunden', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('numanang', 'Verb'), ('be', 'Noun'), ('We', 'Part'), ('cai', 'Pronoun'), ('Angsa', 'Part'), ('yen', 'Prep'), ('jani', 'Adj'), ('amah', 'Verb'), ('bene', 'Noun'), ('onyangan', 'Part'), ('sinah', 'Noun'), ('buin', 'Prep'), ('mani', 'Noun'), ('poan', 'Part'), ('sing', 'Adj'), ('ada', 'Verb'), ('buin', 'Adj'), ('ane', 'Prep'), ('lakar', 'Verb'), ('amah', 'Verb'), ('tumanang', 'Noun'), ('bene', 'Part'), ('masaut', 'Verb'), ('lantas', 'Adj'), ('I', 'Det'), ('Angsa', 'Noun'), ('ia', 'Pronoun'), ('saja', 'Verb'), ('adi', 'Noun'), ('tumben', 'Noun'), ('beneng', 'Part'), ('otak', 'Prep'), ('caine', 'Pronoun'), ('miwah', 'Prep'), ('jani', 'Adj'), ('punduhang', 'Verb'), ('bene', 'Noun')]"
1,12,"[('I', 'Det'), ('Angsa', 'Noun'), ('teken', 'Prep'), ('Kerkuak', 'Noun'), ('tuun', 'Part'), ('lantas', 'Noun'), ('ka', 'Prep'), ('Tukade', 'Noun'), ('ngalih', 'Verb'), ('be', 'Noun'), ('tur', 'Prep'), ('lakar', 'Verb'), ('punduhanga', 'Verb')]"
1,13,"[('Suba', 'Verb'), ('lantas', 'Adj'), ('liu', 'Adj'), ('maan', 'Verb'), ('be', 'Noun'), ('tur', 'Prep'), ('suba', 'Adj'), ('mapunduh', 'Verb'), ('bene', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngajak', 'Verb'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('nyawenin', 'PropN'), ('bene', 'Verb'), ('baan', 'Prep'), ('don', 'Noun'), ('kladi', 'Noun')]"
1,14,"[('Gumine', 'Pronoun'), ('suba', 'Adj'), ('sanja', 'Noun'), ('tur', 'Prep'), ('ngancan', 'Noun'), ('wengi', 'Part'), ('ditu', 'Adj'), ('lantas', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('ngajakin', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('mulih', 'Verb'), ('Angsa', 'Noun'), ('jani', 'Adj'), ('suba', 'Adj'), ('nagen', 'Verb'), ('peteng', 'Part'), ('miwah', 'Prep'), ('mai', 'Noun'), ('mulih', 'Verb'), ('mani', 'Noun'), ('biin', 'Part'), ('mai', 'Verb'), ('keto', 'Noun'), ('munyine', 'Part'), ('I', 'Det'), ('Kerkuak', 'Noun')]"
1,15,"[('Masaut', 'Noun'), ('I', 'Det'), ('Angsa', 'Noun'), ('mai', 'Noun'), ('nake', 'Part'), ('jani', 'Adj'), ('mulih', 'Verb'), ('mani', 'Noun'), ('buin', 'Adj'), ('mai', 'Verb')]"
1,16,"[('Majalan', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngajak', 'Verb'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('mulih', 'Verb'), ('nanging', 'Prep'), ('disubane', 'Noun'), ('I', 'Det'), ('Angsa', 'Noun'), ('neked', 'Part'), ('jumah', 'Adj'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('malipetan', 'PropN'), ('kema', 'Verb'), ('ka', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun')]"
1,17,"[('Jeg', 'Part'), ('telah', 'Verb'), ('kajanga', 'Verb'), ('bene', 'Part'), ('ane', 'Prep'), ('suba', 'Adj'), ('punduhanga', 'Verb'), ('kema', 'Adj'), ('lantas', 'Adj'), ('abana', 'Verb'), ('ka', 'Prep'), ('Beten', 'Noun'), ('Punyan', 'Noun'), ('Pulene', 'Noun')]"
1,18,"[('Jeg', 'Part'), ('kedas', 'Adj'), ('sing', 'Adj'), ('masisa', 'Verb'), ('kanti', 'Noun'), ('nang', 'Part'), ('abesik', 'Num'), ('bene', 'Noun')]"
1,19,"[('Suba', 'Verb'), ('lantas', 'Adj'), ('semengan', 'Adj'), ('teka', 'Verb'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngalih', 'Verb'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('lakar', 'Verb'), ('ngajak', 'Verb'), ('ngalih', 'Verb'), ('be', 'Noun'), ('ane', 'Prep'), ('punduhanga', 'Verb'), ('dibi', 'Noun'), ('di', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun')]"
1,20,"[('Suba', 'Verb'), ('neked', 'Verb'), ('di', 'Prep'), ('Tukad', 'Noun'), ('Dangin', 'Part'), ('Desa', 'Noun'), ('makesiab', 'Verb'), ('I', 'Det'), ('Angsa', 'PropN'), ('jeg', 'Part'), ('don', 'Noun'), ('kladi', 'Part'), ('dogen', 'Adj'), ('enu', 'Verb'), ('bene', 'Verb'), ('telah', 'Verb'), ('ilang', 'Part'), ('abesik', 'Num'), ('sing', 'Adj'), ('masisa', 'Verb')]"
1,21,"[('yiihhhh', 'Noun'), ('kija', 'Verb'), ('melaib', 'Noun'), ('bene', 'Part'), ('adi', 'Noun'), ('besik', 'Part'), ('sing', 'Adj'), ('ada', 'Verb'), ('masisa', 'Noun')]"
1,22,"[('Ajaan', 'Noun'), ('gumi', 'Part'), ('kali', 'Noun'), ('yuga', 'Part'), ('be', 'Noun'), ('suba', 'Adj'), ('masawenin', 'Pronoun'), ('bisa', 'Verb'), ('ilang', 'Verb'), ('plaibang', 'Noun'), ('maling', 'Part'), ('keto', 'Noun'), ('munyine', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('mamedih', 'PropN')]"
1,23,"[('Masaut', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('yiihhh', 'Part'), ('ngudiang', 'Pronoun'), ('bene', 'Noun'), ('telah', 'Verb'), ('ilang', 'Part'), ('nyen', 'Pronoun'), ('ja', 'Part'), ('ngamah', 'Verb'), ('ne', 'Prep'), ('bisa', 'Verb'), ('ada', 'Verb'), ('cicing', 'Noun'), ('mai', 'Verb'), ('dibi', 'Noun'), ('petengne', 'Part'), ('iya', 'Noun'), ('mirib', 'Part'), ('ngamah', 'Verb'), ('bene', 'Noun'), ('onyangan', 'Noun')]"
1,24,"[('Paling', 'Pronoun'), ('jani', 'Adj'), ('I', 'Det'), ('Angsa', 'PropN'), ('ngalih', 'Verb'), ('amah', 'Noun'), ('sawireh', 'Part'), ('suba', 'Adj'), ('telah', 'Verb'), ('bene', 'Noun'), ('ilang', 'Noun')]"
1,25,"[('Nanging', 'Noun'), ('I', 'Det'), ('Angsa', 'PropN'), ('tusing', 'Adj'), ('ja', 'Part'), ('sebet', 'Adj'), ('krana', 'Prep'), ('suba', 'Adj'), ('nawang', 'Verb'), ('apa', 'Pronoun'), ('ane', 'Prep'), ('madan', 'Verb'), ('karma', 'Noun'), ('phala', 'Noun')]"
1,26,"[('Jele', 'Det'), ('parilaksanane', 'PropN'), ('jele', 'PropN'), ('masi', 'PropN'), ('kapanggih', 'Verb'), ('keto', 'Noun'), ('masi', 'Part'), ('yen', 'Prep'), ('melah', 'Adj'), ('parilaksanane', 'Part'), ('melah', 'Adj'), ('masi', 'Part'), ('kapanggih', 'Noun')]"
1,27,"[('Jani', 'Noun'), ('ane', 'Prep'), ('maling', 'Adj'), ('maan', 'Verb'), ('ngamah', 'Verb'), ('be', 'Noun'), ('nah', 'Part'), ('buin', 'Prep'), ('mani', 'Noun'), ('poan', 'Noun'), ('lara', 'Part'), ('sane', 'Prep'), ('katemu', 'Noun')]"
1,28,"[('Indang-indeng', 'Noun'), ('I', 'Det'), ('Angsa', 'Noun'), ('paling', 'Noun'), ('ngalih', 'Verb'), ('amah', 'Noun'), ('nanging', 'Prep'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('betek', 'PropN'), ('basangne', 'PropN'), ('maan', 'Verb'), ('ngamah', 'Verb'), ('be', 'Noun'), ('di', 'Prep'), ('Beten', 'Noun'), ('Punyan', 'Noun'), ('Pulene', 'Noun')]"
1,29,"[('Kanti', 'Det'), ('betekan', 'PropN'), ('basangne', 'PropN'), ('Kerkuak', 'PropN'), ('ngamah', 'Verb'), ('masisa', 'Noun'), ('lantas', 'Noun'), ('bene', 'Noun')]"
1,30,"[('Teka', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Cicing', 'Noun'), ('gudig', 'Noun'), ('nagih', 'Part'), ('ngidih', 'Verb'), ('bene', 'Part'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('We', 'PropN'), ('kerkuak', 'PropN'), ('baang', 'Verb'), ('ja', 'Part'), ('icang', 'Pronoun'), ('ngidih', 'Verb'), ('bene', 'Noun'), ('abedik', 'Part'), ('basang', 'Prep'), ('icange', 'Pronoun'), ('layah', 'Verb'), ('tusing', 'Adj'), ('maan', 'Verb'), ('ngamah', 'Verb')]"
1,31,"[('Masaut', 'Noun'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('ia', 'Pronoun'), ('mai-mai', 'Verb'), ('neh', 'Noun'), ('amah', 'Verb'), ('be', 'Noun'), ('icange', 'Pronoun'), ('cang', 'Verb'), ('suba', 'Adj'), ('betekan', 'Verb')]"
1,32,"[('Ditu', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Cicing', 'Noun'), ('gudig', 'Part'), ('ngamah', 'Verb'), ('be', 'Noun'), ('kema', 'Adj'), ('lantas', 'Adj'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('ngalih', 'Verb'), ('I', 'Det'), ('Angsa', 'Noun')]"
1,33,"[('Suba', 'Verb'), ('lantas', 'Adj'), ('tepukina', 'Verb'), ('I', 'Det'), ('Angsa', 'Noun'), ('orahina', 'Part'), ('lantas', 'Adj'), ('I', 'Det'), ('Angsa', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Kerkuak', 'PropN'), ('ada', 'Verb'), ('Cicing', 'Noun'), ('ngamah', 'Verb'), ('be', 'Noun'), ('We', 'Noun'), ('angsa', 'Part'), ('ditu', 'Adj'), ('di', 'Prep'), ('Beten', 'Noun'), ('Punyan', 'Noun'), ('Pulene', 'Part'), ('ada', 'Verb'), ('cicing', 'Noun'), ('ngamah', 'Verb'), ('be', 'Noun'), ('Mirib', 'Part'), ('ia', 'Pronoun'), ('ne', 'Prep'), ('ngamah', 'Verb'), ('bene', 'Part'), ('ane', 'Prep'), ('alih', 'Verb'), ('dibi', 'Noun')]"
1,34,"[('Ditu', 'Pronoun'), ('lantas', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Angsa', 'Noun'), ('ngintip', 'Part'), ('jeg', 'Part'), ('saja', 'Adj'), ('ada', 'Verb'), ('cicing', 'Noun'), ('gudig', 'Part'), ('ngamah', 'Verb'), ('be', 'Noun'), ('ked', 'Noun'), ('tulangne', 'Part'), ('liu', 'Adj'), ('ditu', 'Adj')]"
1,35,"[('Saja', 'Noun'), ('jeg', 'Part'), ('cicinge', 'Adj'), ('to', 'Verb'), ('mlaibang', 'Noun'), ('bene', 'Part'), ('nah', 'Noun'), ('depang', 'Part'), ('suba', 'Adj'), ('amah-amahan', 'Verb'), ('nak', 'Noun'), ('nu', 'Noun'), ('dadi', 'Verb'), ('alih', 'Verb'), ('mirib', 'Part'), ('I', 'Det'), ('Cicing', 'Noun'), ('gudig', 'Part'), ('sing', 'Adj'), ('ngamah-ngamah', 'Verb'), ('telung', 'Num'), ('wai', 'Part'), ('keto', 'Noun'), ('munyine', 'Part'), ('I', 'Det'), ('Angsa', 'Noun'), ('nu', 'Noun'), ('masi', 'Noun'), ('pedalem', 'Part'), ('teken', 'Prep'), ('anak', 'Noun'), ('len', 'Part'), ('yadiastun', 'Prep'), ('ia', 'Pronoun'), ('pedidi', 'Part'), ('konden', 'Adj'), ('maan', 'Verb'), ('ngamah', 'Verb')]"
1,36,"[('Liang', 'Noun'), ('kenehne', 'Part'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('sawireh', 'Part'), ('ane', 'Prep'), ('ngamaling', 'Pronoun'), ('sing', 'Adj'), ('ja', 'Part'), ('len', 'Adj'), ('tuah', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('nanging', 'Prep'), ('I', 'Det'), ('Cicing', 'Noun'), ('gudig', 'Part'), ('tuduha', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Kerkuak', 'Noun')]"
1,37,"[('Aine', 'Pronoun'), ('suba', 'Adj'), ('endag', 'Part'), ('I', 'Det'), ('Angsa', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('lantas', 'Adj'), ('ngalih', 'Verb'), ('amah-amahan', 'Noun'), ('kema', 'Verb'), ('ka', 'Prep'), ('Tegalne', 'PropN'), ('Pan', 'PropN'), ('Berag', 'PropN')]"
1,38,"[('Suba', 'Verb'), ('lantas', 'Adj'), ('neked', 'Verb'), ('di', 'Prep'), ('Tegalne', 'PropN'), ('Pan', 'PropN'), ('Berag', 'Part'), ('ditu', 'Adj'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('ajak', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('nolih', 'PropN'), ('ada', 'Verb'), ('kolam', 'Part'), ('liu', 'Num'), ('misi', 'Part'), ('be', 'Noun'), ('nanging', 'Prep'), ('kolamne', 'Verb'), ('dalem', 'Noun')]"
1,39,"[('Madaya', 'Noun'), ('I', 'Det'), ('Kerkuak', 'Noun'), ('nunden', 'Part'), ('I', 'Det'), ('Angsa', 'PropN'), ('tuun', 'PropN'), ('ngalih', 'Verb'), ('be', 'Noun'), ('sik', 'Part'), ('kolamne', 'Det'), ('Pan', 'PropN'), ('Berag', 'Verb'), ('we', 'Noun'), ('Angsa', 'Part'), ('cai', 'Pronoun'), ('dueg', 'Adj'), ('ngelangi', 'Part'), ('kemu', 'Adj'), ('tuun', 'Verb'), ('juk', 'Noun'), ('bene', 'Noun'), ('di', 'Prep'), ('kolame', 'Noun')]"
1,40,"[('Masaut', 'Noun'), ('I', 'Det'), ('Angsa', 'PropN'), ('we', 'Verb'), ('kerkuak', 'Noun'), ('kolame', 'Part'), ('ne', 'Prep'), ('nak', 'Adj'), ('ada', 'Verb'), ('ane', 'Prep'), ('ngelahang', 'Verb'), ('da', 'Noun'), ('ngaba', 'Noun'), ('bikas', 'Verb'), ('jele', 'Noun'), ('nyanan', 'Noun'), ('nemu', 'Part'), ('sengsara', 'Noun'), ('cang', 'Part'), ('sing', 'Adj'), ('nyak', 'Verb'), ('mamaling', 'Noun')]"
